file,line,hex,role,old,replacement,in_build,context
lib/features/contacts/screens/contacts_screen.dart,528,0xFF00D4FF,primary,const Color(0xFF00D4FF),XameColors.primary,False,"color: const Color(0xFF00D4FF), size: 36)),"
lib/features/contacts/screens/contacts_screen.dart,531,0xFF00D4FF,primary,const Color(0xFF00D4FF),XameColors.primary,False,"style: TextStyle(color: const Color(0xFF00D4FF), fontSize: 28,"
lib/features/contacts/screens/contacts_screen.dart,572,0xFF00D4FF,primary,const Color(0xFF00D4FF),context.xPrimary,True,"color: const Color(0xFF00D4FF), shape: BoxShape.circle),"
lib/features/contacts/screens/contacts_screen.dart,593,0xFF00D4FF,primary,const Color(0xFF00D4FF),context.xPrimary,True,"? const Color(0xFF00D4FF) : Colors.white30,"
lib/features/contacts/screens/contacts_screen.dart,603,0xFF00FF88,accent,const Color(0xFF00FF88),context.xAccent,True,"color: isTyping ? const Color(0xFF00FF88) : Colors.white38,"
lib/features/contacts/screens/contacts_screen.dart,659,0xFF2196F3,primary(material-blue),const Color(0xFF2196F3),XameColors.primary,False,"? Border.all(color: const Color(0xFF2196F3), width: 2) : null),"
lib/features/contacts/screens/contacts_screen.dart,674,0xFF00FF88,accent,const Color(0xFF00FF88),XameColors.accent,False,"color: hasNewGallery ? const Color(0xFF00FF88) : Colors.transparent,"
lib/features/contacts/screens/contacts_screen.dart,677,0xFF0A0A0F,bg,const Color(0xFF0A0A0F),XameColors.darkBg,False,"? Border.all(color: const Color(0xFF0A0A0F), width: 1.5)"
lib/features/contacts/screens/contacts_screen.dart,688,0xFF1E1E2E,card,const Color(0xFF1E1E2E),context.xCard,True,"width: size, height: size, color: const Color(0xFF1E1E2E),"
lib/features/contacts/screens/contacts_screen.dart,690,0xFF00D4FF,primary,const Color(0xFF00D4FF),XameColors.primary,False,"style: TextStyle(color: const Color(0xFF00D4FF),"
lib/features/discovery/screens/xame_discover_screen.dart,284,0xFF0A0A0F,bg,const Color(0xFF0A0A0F),context.xBg,True,"backgroundColor: const Color(0xFF0A0A0F),"
lib/features/discovery/screens/xame_discover_screen.dart,294,0xFF0A0A0F,bg,const Color(0xFF0A0A0F),context.xBg,True,"backgroundColor:  const Color(0xFF0A0A0F),"
lib/features/discovery/screens/xame_discover_screen.dart,300,0xFF2196F3,primary(material-blue),Color(0xFF2196F3),context.xPrimary,True,"colors: [Color(0xFF2196F3), Color(0xFF7B2FFF)],"
lib/features/discovery/screens/xame_discover_screen.dart,300,0xFF7B2FFF,secondary,Color(0xFF7B2FFF),context.xSecondary,True,"colors: [Color(0xFF2196F3), Color(0xFF7B2FFF)],"
lib/features/discovery/screens/xame_discover_screen.dart,374,0xFF1A4A3A,surface(dark-green),const Color(0xFF1A4A3A),context.xSurface,True,"backgroundColor: const Color(0xFF1A4A3A),"
lib/features/discovery/screens/xame_discover_screen.dart,396,0xFF2196F3,primary(material-blue),Color(0xFF2196F3),context.xPrimary,True,"color: Color(0xFF2196F3), strokeWidth: 1.5)),"
lib/features/discovery/screens/xame_discover_screen.dart,438,0xFF2196F3,primary(material-blue),Color(0xFF2196F3),context.xPrimary,True,"color: Color(0xFF2196F3), strokeWidth: 1.5)))),"
lib/features/discovery/screens/xame_discover_screen.dart,470,0xFF161B22,surface(github-dark),const Color(0xFF161B22),XameColors.darkSurface,False,"backgroundColor: const Color(0xFF161B22),"
lib/features/discovery/screens/xame_discover_screen.dart,482,0xFF161B22,surface(github-dark),const Color(0xFF161B22),XameColors.darkSurface,False,"backgroundColor:  const Color(0xFF161B22),"
lib/features/discovery/screens/xame_discover_screen.dart,517,0xFF161B22,surface(github-dark),const Color(0xFF161B22),XameColors.darkSurface,False,"backgroundColor:  const Color(0xFF161B22),"
lib/features/discovery/screens/xame_discover_screen.dart,537,0xFF2196F3,primary(material-blue),const Color(0xFF2196F3),XameColors.primary,False,"backgroundColor: const Color(0xFF2196F3),"
lib/features/discovery/screens/xame_discover_screen.dart,648,0xFF1A4A3A,surface(dark-green),Color(0xFF1A4A3A),XameColors.darkSurface,False,backgroundColor: Color(0xFF1A4A3A)));
lib/features/discovery/screens/xame_discover_screen.dart,682,0xFF0A0A1A,bg(obsidian-v),const Color(0xFF0A0A1A),XameColors.darkBg,False,"color: const Color(0xFF0A0A1A),"
lib/features/discovery/screens/xame_discover_screen.dart,687,0xFF2196F3,primary(material-blue),Color(0xFF2196F3),XameColors.primary,False,"color: Color(0xFF2196F3), size: 48),"
lib/features/discovery/screens/xame_discover_screen.dart,723,0xFF2196F3,primary(material-blue),Color(0xFF2196F3),XameColors.primary,False,"style: TextStyle(color: Color(0xFF2196F3),"
lib/features/discovery/screens/xame_discover_screen.dart,729,0xFF2196F3,primary(material-blue),Color(0xFF2196F3),XameColors.primary,False,"style: TextStyle(color: Color(0xFF2196F3),"
lib/features/discovery/screens/xame_discover_screen.dart,744,0xFF0A0A0F,bg,const Color(0xFF0A0A0F),XameColors.darkBg,False,"filled: true, fillColor: const Color(0xFF0A0A0F),"
lib/features/discovery/screens/xame_discover_screen.dart,751,0xFF2196F3,primary(material-blue),Color(0xFF2196F3),XameColors.primary,False,"color: Color(0xFF2196F3), width: 1))),"
lib/features/discovery/screens/xame_discover_screen.dart,763,0xFF0A0A0F,bg,const Color(0xFF0A0A0F),XameColors.darkBg,False,"filled: true, fillColor: const Color(0xFF0A0A0F),"
lib/features/discovery/screens/xame_discover_screen.dart,770,0xFF2196F3,primary(material-blue),Color(0xFF2196F3),XameColors.primary,False,"color: Color(0xFF2196F3), width: 1))),"
lib/features/discovery/screens/xame_discover_screen.dart,777,0xFFE53935,danger(red-600),const Color(0xFFE53935),XameColors.danger,False,"color: const Color(0xFFE53935), fontSize: 13))),"
lib/features/discovery/screens/xame_discover_screen.dart,783,0xFF2196F3,primary(material-blue),const Color(0xFF2196F3),XameColors.primary,False,"backgroundColor: const Color(0xFF2196F3),"
lib/features/discovery/screens/xame_discover_screen.dart,840,0xFF1A4A3A,surface(dark-green),Color(0xFF1A4A3A),XameColors.darkSurface,False,backgroundColor: Color(0xFF1A4A3A)));
lib/features/discovery/screens/xame_discover_screen.dart,889,0xFFE53935,danger(red-600),const Color(0xFFE53935),XameColors.danger,False,"color: const Color(0xFFE53935), fontSize: 13))),"
lib/features/discovery/screens/xame_discover_screen.dart,894,0xFF7B2FFF,secondary,const Color(0xFF7B2FFF),XameColors.secondary,False,"backgroundColor: const Color(0xFF7B2FFF),"
lib/features/discovery/screens/xame_discover_screen.dart,921,0xFFFF4444,danger(bright-red),const Color(0xFFFF4444),context.xDanger,True,"color: const Color(0xFFFF4444).withOpacity(0.15),"
lib/features/discovery/screens/xame_discover_screen.dart,924,0xFFFF4444,danger(bright-red),const Color(0xFFFF4444),context.xDanger,True,"color: const Color(0xFFFF4444).withOpacity(0.3))),"
lib/features/discovery/screens/xame_discover_screen.dart,928,0xFFE53935,danger(red-600),const Color(0xFFE53935),context.xDanger,True,"shape: BoxShape.circle, color: const Color(0xFFE53935))),"
lib/features/discovery/screens/xame_discover_screen.dart,931,0xFFE53935,danger(red-600),const Color(0xFFE53935),context.xDanger,True,"color: const Color(0xFFE53935), fontSize: 9,"
lib/features/discovery/screens/xame_discover_screen.dart,986,0xF00A0A0F,bg,const Color(0xF00A0A0F),context.xBg.withValues(alpha: 0.94),True,"color: const Color(0xF00A0A0F),"
lib/features/discovery/screens/xame_discover_screen.dart,1002,0xFF161B22,surface(github-dark),const Color(0xFF161B22),XameColors.darkSurface,False,"filled: true, fillColor: const Color(0xFF161B22),"
lib/features/discovery/screens/xame_discover_screen.dart,1009,0xFF2196F3,primary(material-blue),Color(0xFF2196F3),XameColors.primary,False,"color: Color(0xFF2196F3), width: 1)),"
lib/features/discovery/screens/xame_discover_screen.dart,1016,0xFF2196F3,primary(material-blue),Color(0xFF2196F3),XameColors.primary,False,"color: Color(0xFF2196F3), fontSize: 14,"
lib/features/discovery/screens/xame_discover_screen.dart,1040,0xFF1A1A2E,surface(dark-purple),const Color(0xFF1A1A2E),XameColors.darkSurface,False,"color: const Color(0xFF1A1A2E)))),"
lib/features/discovery/screens/xame_discover_screen.dart,1139,0xFF2196F3,primary(material-blue),const Color(0xFF2196F3),XameColors.primary,False,? const Color(0xFF2196F3).withOpacity(0.15)
lib/features/discovery/screens/xame_discover_screen.dart,1143,0xFF2196F3,primary(material-blue),const Color(0xFF2196F3),XameColors.primary,False,? const Color(0xFF2196F3).withOpacity(0.5)
lib/features/discovery/screens/xame_discover_screen.dart,1148,0xFF2196F3,primary(material-blue),const Color(0xFF2196F3),XameColors.primary,False,"? const Color(0xFF2196F3) : Colors.white54,"
lib/features/discovery/screens/xame_discover_screen.dart,1169,0xFF2196F3,primary(material-blue),const Color(0xFF2196F3),XameColors.primary,False,"backgroundColor: const Color(0xFF2196F3),"
lib/features/discovery/screens/xame_discover_screen.dart,1219,0xFF1A2332,surface(dark-blue),const Color(0xFF1A2332),XameColors.darkSurface,False,"backgroundColor: const Color(0xFF1A2332),"
lib/features/discovery/screens/xame_discover_screen.dart,1232,0xFF1A4A3A,surface(dark-green),const Color(0xFF1A4A3A),XameColors.darkSurface,False,"backgroundColor: const Color(0xFF1A4A3A),"
lib/features/discovery/screens/xame_discover_screen.dart,1254,0xFF0A0A0F,bg,const Color(0xFF0A0A0F),context.xBg,True,"backgroundColor: const Color(0xFF0A0A0F),"
lib/features/discovery/screens/xame_discover_screen.dart,1258,0xFF0A0A0F,bg,const Color(0xFF0A0A0F),context.xBg,True,"backgroundColor: const Color(0xFF0A0A0F),"
lib/features/discovery/screens/xame_discover_screen.dart,1272,0xFF1A1A2E,surface(dark-purple),const Color(0xFF1A1A2E),context.xSurface,True,"Container(color: const Color(0xFF1A1A2E))),"
lib/features/discovery/screens/xame_discover_screen.dart,1277,0xCC000000,,Color(0xCC000000),AMBIGUOUS,,"colors: [Colors.transparent, Color(0xCC000000)]))),"
lib/features/discovery/screens/xame_discover_screen.dart,1294,0xFF2196F3,primary(material-blue),const Color(0xFF2196F3),context.xPrimary,True,"color: const Color(0xFF2196F3).withOpacity(0.1),"
lib/features/discovery/screens/xame_discover_screen.dart,1297,0xFF2196F3,primary(material-blue),const Color(0xFF2196F3),context.xPrimary,True,"color: const Color(0xFF2196F3).withOpacity(0.3))),"
lib/features/discovery/screens/xame_discover_screen.dart,1299,0xFF2196F3,primary(material-blue),Color(0xFF2196F3),context.xPrimary,True,"style: const TextStyle(color: Color(0xFF2196F3),"
lib/features/discovery/screens/xame_discover_screen.dart,1319,0xFF1A1A2E,surface(dark-purple),const Color(0xFF1A1A2E),context.xSurface,True,"backgroundColor: const Color(0xFF1A1A2E),"
lib/features/discovery/screens/xame_discover_screen.dart,1341,0xFF2196F3,primary(material-blue),const Color(0xFF2196F3),context.xPrimary,True,": [const Color(0xFF2196F3), const Color(0xFF7B2FFF)]),"
lib/features/discovery/screens/xame_discover_screen.dart,1341,0xFF7B2FFF,secondary,const Color(0xFF7B2FFF),context.xSecondary,True,": [const Color(0xFF2196F3), const Color(0xFF7B2FFF)]),"
lib/features/discovery/screens/xame_discover_screen.dart,1394,0xFF2196F3,primary(material-blue),Color(0xFF2196F3),XameColors.primary,False,"Color(0xFF2196F3), Color(0xFF7B2FFF),"
lib/features/discovery/screens/xame_discover_screen.dart,1394,0xFF7B2FFF,secondary,Color(0xFF7B2FFF),XameColors.secondary,False,"Color(0xFF2196F3), Color(0xFF7B2FFF),"
lib/features/discovery/widgets/discovery_cards.dart,145,0xFF1A1A2E,surface(dark-purple),const Color(0xFF1A1A2E),context.xSurface,True,"color: const Color(0xFF1A1A2E),"
lib/features/discovery/widgets/discovery_cards.dart,160,0xEE000000,,Color(0xEE000000),AMBIGUOUS,,"Color(0xEE000000),"
lib/features/discovery/widgets/discovery_cards.dart,184,0xFF2196F3,primary(material-blue),Color(0xFF2196F3),context.xPrimary,True,"color:       Color(0xFF2196F3),"
lib/features/discovery/widgets/discovery_cards.dart,216,0xFF1A1A2E,surface(dark-purple),const Color(0xFF1A1A2E),context.xSurface,True,"Container(color: const Color(0xFF1A1A2E)),"
lib/features/discovery/widgets/discovery_cards.dart,261,0xFFFF6B6B,danger(salmon-red),const Color(0xFFFF6B6B),context.xDanger,True,? const Color(0xFFFF6B6B)
lib/features/discovery/widgets/discovery_cards.dart,268,0xFFFF6B6B,danger(salmon-red),const Color(0xFFFF6B6B),context.xDanger,True,? const Color(0xFFFF6B6B)
lib/features/discovery/widgets/discovery_cards.dart,332,0xFF1A4A3A,surface(dark-green),Color(0xFF1A4A3A),XameColors.darkSurface,False,backgroundColor: Color(0xFF1A4A3A)));
lib/features/discovery/widgets/discovery_cards.dart,367,0xCC000000,,Color(0xCC000000),AMBIGUOUS,,"colors: [Colors.transparent, Color(0xCC000000)])),"
lib/features/discovery/widgets/discovery_cards.dart,375,0xFF2196F3,primary(material-blue),Color(0xFF2196F3),XameColors.primary,False,"color:       Color(0xFF2196F3),"
lib/features/discovery/widgets/live_pulse.dart,9,0xFF00FF88,accent,const Color(0xFF00FF88),XameColors.accent,False,"this.color   = const Color(0xFF00FF88),"
lib/features/discovery/widgets/live_pulse.dart,69,0xFF00FF88,accent,const Color(0xFF00FF88),XameColors.accent,False,"this.color = const Color(0xFF00FF88),"
lib/features/discovery/widgets/live_pulse.dart,153,0xFF141420,surface,const Color(0xFF141420),XameColors.darkSurface,False,"const Color(0xFF141420), Color(0xFF2A2A3E), const Color(0xFF141420),"
lib/features/discovery/widgets/live_pulse.dart,153,0xFF2A2A3E,card(dark-purple),Color(0xFF2A2A3E),XameColors.darkCard,False,"const Color(0xFF141420), Color(0xFF2A2A3E), const Color(0xFF141420),"
lib/features/discovery/widgets/live_pulse.dart,153,0xFF141420,surface,const Color(0xFF141420),XameColors.darkSurface,False,"const Color(0xFF141420), Color(0xFF2A2A3E), const Color(0xFF141420),"
lib/features/discovery/widgets/people_carousel.dart,125,0xFF7B2FFF,secondary,Color(0xFF7B2FFF),context.xSecondary,True,"Color(0xFF7B2FFF), Color(0xFF2196F3),"
lib/features/discovery/widgets/people_carousel.dart,125,0xFF2196F3,primary(material-blue),Color(0xFF2196F3),context.xPrimary,True,"Color(0xFF7B2FFF), Color(0xFF2196F3),"
lib/features/discovery/widgets/people_carousel.dart,126,0xFF00FF88,accent,const Color(0xFF00FF88),context.xAccent,True,"const Color(0xFF00FF88), Color(0xFF7B2FFF),"
lib/features/discovery/widgets/people_carousel.dart,126,0xFF7B2FFF,secondary,Color(0xFF7B2FFF),context.xSecondary,True,"const Color(0xFF00FF88), Color(0xFF7B2FFF),"
lib/features/discovery/widgets/people_carousel.dart,130,0xFF0A0A0F,bg,const Color(0xFF0A0A0F),context.xBg,True,"shape: BoxShape.circle, color: const Color(0xFF0A0A0F)),"
lib/features/discovery/widgets/people_carousel.dart,135,0xFF1A1A2E,surface(dark-purple),const Color(0xFF1A1A2E),context.xSurface,True,"Container(color: const Color(0xFF1A1A2E)),"
lib/features/discovery/widgets/people_carousel.dart,137,0xFF1A1A2E,surface(dark-purple),const Color(0xFF1A1A2E),context.xSurface,True,"color: const Color(0xFF1A1A2E),"
lib/features/discovery/widgets/people_carousel.dart,168,0xFF00FF88,accent,const Color(0xFF00FF88),context.xAccent,True,"color: const Color(0xFF00FF88).withOpacity(0.12),"
lib/features/discovery/widgets/people_carousel.dart,170,0xFF00FF88,accent,const Color(0xFF00FF88),context.xAccent,True,"color: const Color(0xFF00FF88).withOpacity(0.3))),"
lib/features/discovery/widgets/people_carousel.dart,174,0xFF00FF88,accent,const Color(0xFF00FF88),context.xAccent,True,"color: const Color(0xFF00FF88), size: 14),"
lib/features/discovery/widgets/people_carousel.dart,177,0xFF00FF88,accent,const Color(0xFF00FF88),context.xAccent,True,"color: const Color(0xFF00FF88), fontSize: 12,"
lib/features/discovery/widgets/people_carousel.dart,188,0xFF2196F3,primary(material-blue),Color(0xFF2196F3),context.xPrimary,True,"Color(0xFF2196F3), Color(0xFF7B2FFF),"
lib/features/discovery/widgets/people_carousel.dart,188,0xFF7B2FFF,secondary,Color(0xFF7B2FFF),context.xSecondary,True,"Color(0xFF2196F3), Color(0xFF7B2FFF),"
lib/features/discovery/widgets/region_filter_bar.dart,45,0xFF2196F3,primary(material-blue),const Color(0xFF2196F3),XameColors.primary,False,? const Color(0xFF2196F3).withOpacity(0.15)
lib/features/discovery/widgets/region_filter_bar.dart,49,0xFF2196F3,primary(material-blue),const Color(0xFF2196F3),XameColors.primary,False,? const Color(0xFF2196F3).withOpacity(0.6)
lib/features/discovery/widgets/region_filter_bar.dart,55,0xFF2196F3,primary(material-blue),Color(0xFF2196F3),XameColors.primary,False,"color: Color(0xFF2196F3), size: 12),"
lib/features/discovery/widgets/region_filter_bar.dart,61,0xFF2196F3,primary(material-blue),const Color(0xFF2196F3),XameColors.primary,False,"? const Color(0xFF2196F3) : Colors.white54,"
lib/features/discovery/widgets/stories_bar.dart,86,0xFF141420,surface,const Color(0xFF141420),XameColors.darkSurface,False,"shape: BoxShape.circle, color: const Color(0xFF141420)),"
lib/features/discovery/widgets/stories_bar.dart,91,0xFF1A1A2E,surface(dark-purple),const Color(0xFF1A1A2E),XameColors.darkSurface,False,"Container(color: const Color(0xFF1A1A2E)),"
lib/features/discovery/widgets/stories_bar.dart,93,0xFF1A1A2E,surface(dark-purple),const Color(0xFF1A1A2E),XameColors.darkSurface,False,"color: const Color(0xFF1A1A2E),"
lib/features/discovery/widgets/stories_bar.dart,104,0xFF00FF88,accent,const Color(0xFF00FF88),XameColors.accent,False,"color: const Color(0xFF00FF88),"
lib/features/discovery/widgets/stories_bar.dart,106,0xFF0A0A0F,bg,const Color(0xFF0A0A0F),XameColors.darkBg,False,"color: const Color(0xFF0A0A0F), width: 2)))),"
lib/features/discovery/widgets/stories_bar.dart,111,0xFF2196F3,primary(material-blue),Color(0xFF2196F3),XameColors.primary,False,"shape: BoxShape.circle, color: Color(0xFF2196F3)),"
lib/features/discovery/widgets/stories_bar.dart,141,0xFF7B2FFF,secondary,Color(0xFF7B2FFF),XameColors.secondary,False,"Color(0xFF7B2FFF), Color(0xFF2196F3),"
lib/features/discovery/widgets/stories_bar.dart,141,0xFF2196F3,primary(material-blue),Color(0xFF2196F3),XameColors.primary,False,"Color(0xFF7B2FFF), Color(0xFF2196F3),"
lib/features/discovery/widgets/stories_bar.dart,142,0xFF00FF88,accent,const Color(0xFF00FF88),XameColors.accent,False,"const Color(0xFF00FF88), Color(0xFFFF6B6B),"
lib/features/discovery/widgets/stories_bar.dart,142,0xFFFF6B6B,danger(salmon-red),Color(0xFFFF6B6B),XameColors.danger,False,"const Color(0xFF00FF88), Color(0xFFFF6B6B),"
lib/features/discovery/widgets/stories_bar.dart,143,0xFF7B2FFF,secondary,Color(0xFF7B2FFF),XameColors.secondary,False,"Color(0xFF7B2FFF),"
lib/features/discovery/widgets/story_viewer.dart,179,0xCC000000,,Color(0xCC000000),AMBIGUOUS,,"Color(0xCC000000),"
lib/features/discovery/widgets/story_viewer.dart,182,0xAA000000,,Color(0xAA000000),AMBIGUOUS,,"Color(0xAA000000),"
lib/features/discovery/widgets/story_viewer.dart,242,0xFF1A1A2E,surface(dark-purple),const Color(0xFF1A1A2E),context.xSurface,True,"Container(color: const Color(0xFF1A1A2E),"
lib/features/discovery/widgets/story_viewer.dart,245,0xFF1A1A2E,surface(dark-purple),const Color(0xFF1A1A2E),context.xSurface,True,": Container(color: const Color(0xFF1A1A2E),"
lib/features/discovery/widgets/story_viewer.dart,355,0xFF0A0A0F,bg,const Color(0xFF0A0A0F),context.xBg,True,"color: const Color(0xFF0A0A0F),"
lib/features/discovery/widgets/story_viewer.dart,359,0xFF0A0A0F,bg,const Color(0xFF0A0A0F),context.xBg,True,"color: const Color(0xFF0A0A0F),"
lib/features/gallery/screens/gallery_screen.dart,14,0xFF080C14,bg(dark-navy),Color(0xFF080C14),XameColors.darkBg,False,const _kBg      = Color(0xFF080C14);
lib/features/gallery/screens/gallery_screen.dart,15,0xFF111827,surface(gray-900),Color(0xFF111827),XameColors.darkSurface,False,const _kCard    = Color(0xFF111827);
lib/features/gallery/screens/gallery_screen.dart,16,0xFF1F2937,surface(gray-800),Color(0xFF1F2937),XameColors.darkSurface,False,const _kBorder  = Color(0xFF1F2937);
lib/features/gallery/screens/gallery_screen.dart,17,0xFF00D4AA,accent(mint),Color(0xFF00D4AA),XameColors.accent,False,const _kTeal    = Color(0xFF00D4AA);
lib/features/gallery/screens/gallery_screen.dart,18,0xFFFFB800,accent(yellow-warm),Color(0xFFFFB800),XameColors.accent,False,const _kGold    = Color(0xFFFFB800);
lib/features/gallery/screens/gallery_screen.dart,19,0xFFEF4444,danger(red-500),Color(0xFFEF4444),XameColors.danger,False,const _kRed     = Color(0xFFEF4444);
lib/features/gallery/screens/gallery_screen.dart,186,0xFF0F172A,bg(slate-900),Color(0xFF0F172A),context.xBg,True,"colors: [_kBg, Color(0xFF0F172A)])),"
lib/features/gallery/screens/gallery_screen.dart,334,0xFF4CAF50,accent(green),const Color(0xFF4CAF50),context.xAccent,True,"_Stat('For Sale', '$priced', const Color(0xFF4CAF50)),"
lib/features/gallery/screens/gallery_screen.dart,336,0xFFFF9800,accent(amber),const Color(0xFFFF9800),context.xAccent,True,"_Stat('Videos',   '$videos', const Color(0xFFFF9800)),"
lib/features/gallery/screens/gallery_screen.dart,338,0xFF8B5CF6,secondary(violet),const Color(0xFF8B5CF6),context.xSecondary,True,"_Stat('Contacts', '$contact', const Color(0xFF8B5CF6)),"
lib/features/gallery/screens/gallery_screen.dart,390,0xFF4CAF50,accent(green),Color(0xFF4CAF50),XameColors.accent,False,"color: Color(0xFF4CAF50), fontSize: 10,"
lib/features/gallery/screens/gallery_screen.dart,524,0xFF4CAF50,accent(green),const Color(0xFF4CAF50),XameColors.accent,False,"color: const Color(0xFF4CAF50).withValues(alpha: 0.15),"
lib/features/gallery/screens/gallery_screen.dart,526,0xFF4CAF50,accent(green),const Color(0xFF4CAF50),XameColors.accent,False,border: Border.all(color: const Color(0xFF4CAF50)
lib/features/gallery/screens/gallery_screen.dart,529,0xFF4CAF50,accent(green),Color(0xFF4CAF50),XameColors.accent,False,"color: Color(0xFF4CAF50), fontSize: 10,"
lib/features/gallery/screens/gallery_screen.dart,667,0xFF4CAF50,accent(green),const Color(0xFF4CAF50),context.xAccent,True,"const Color(0xFF4CAF50)),"
lib/features/gallery/screens/gallery_screen.dart,672,0xFF8B5CF6,secondary(violet),const Color(0xFF8B5CF6),context.xSecondary,True,"const Color(0xFF8B5CF6)),"
lib/features/gallery/screens/gallery_screen.dart,778,0xFF0F172A,bg(slate-900),Color(0xFF0F172A),context.xBg,True,"color: Color(0xFF0F172A),"
lib/features/messaging/broadcast.dart,136,0xFF141420,surface,const Color(0xFF141420),context.xSurface,True,"color: const Color(0xFF141420),"
lib/features/messaging/broadcast.dart,155,0xFF00D4FF,primary,const Color(0xFF00D4FF),context.xPrimary,True,"colors: [const Color(0xFF00D4FF), const Color(0xFF141420)],"
lib/features/messaging/broadcast.dart,155,0xFF141420,surface,const Color(0xFF141420),context.xSurface,True,"colors: [const Color(0xFF00D4FF), const Color(0xFF141420)],"
lib/features/messaging/broadcast.dart,182,0xFF00D4FF,primary,const Color(0xFF00D4FF),context.xPrimary,True,"color: const Color(0xFF00D4FF),"
lib/features/messaging/broadcast.dart,189,0xFF141420,surface,const Color(0xFF141420),context.xSurface,True,"color: const Color(0xFF141420),"
lib/features/messaging/broadcast.dart,217,0xFF00D4FF,primary,const Color(0xFF00D4FF),context.xPrimary,True,"style: TextStyle(color: const Color(0xFF00D4FF),"
lib/features/messaging/broadcast.dart,231,0xFF1E1E2E,card,const Color(0xFF1E1E2E),context.xCard,True,"color: const Color(0xFF1E1E2E),"
lib/features/messaging/broadcast.dart,239,0xFF00D4FF,primary,const Color(0xFF00D4FF),context.xPrimary,True,"color: const Color(0xFF00D4FF).withValues(alpha: 0.1),"
lib/features/messaging/broadcast.dart,245,0xFF00D4FF,primary,const Color(0xFF00D4FF),context.xPrimary,True,"color: const Color(0xFF00D4FF), fontSize: 15,"
lib/features/messaging/broadcast.dart,269,0xFF00D4FF,primary,const Color(0xFF00D4FF),context.xPrimary,True,"colors: [const Color(0xFF00D4FF),"
lib/features/messaging/broadcast.dart,270,0xFF141420,surface,const Color(0xFF141420),context.xSurface,True,"const Color(0xFF141420)]),"
lib/features/messaging/broadcast.dart,358,0xFF141420,surface,const Color(0xFF141420),context.xSurface,True,"color: const Color(0xFF141420),"
lib/features/messaging/broadcast.dart,380,0xFF00D4FF,primary,const Color(0xFF00D4FF),context.xPrimary,True,"color: const Color(0xFF00D4FF).withValues(alpha: 0.15),"
lib/features/messaging/broadcast.dart,384,0xFF00D4FF,primary,const Color(0xFF00D4FF),context.xPrimary,True,"style: const TextStyle(color: const Color(0xFF00D4FF),"
lib/features/messaging/broadcast.dart,392,0xFF1E1E2E,card,const Color(0xFF1E1E2E),context.xCard,True,"color: const Color(0xFF1E1E2E),"
lib/features/messaging/broadcast.dart,433,0xFF00D4FF,primary,const Color(0xFF00D4FF),context.xPrimary,True,? const Color(0xFF00D4FF).withValues(alpha: 0.08)
lib/features/messaging/broadcast.dart,434,0xFF1E1E2E,card,const Color(0xFF1E1E2E),context.xCard,True,": const Color(0xFF1E1E2E),"
lib/features/messaging/broadcast.dart,438,0xFF00D4FF,primary,const Color(0xFF00D4FF),context.xPrimary,True,? const Color(0xFF00D4FF).withValues(alpha: 0.3)
lib/features/messaging/broadcast.dart,446,0xFF00D4FF,primary,const Color(0xFF00D4FF),context.xPrimary,True,"color: const Color(0xFF00D4FF).withValues(alpha: 0.1),"
lib/features/messaging/broadcast.dart,453,0xFF00D4FF,primary,const Color(0xFF00D4FF),context.xPrimary,True,"color: const Color(0xFF00D4FF),"
lib/features/messaging/broadcast.dart,472,0xFF00D4FF,primary,const Color(0xFF00D4FF),context.xPrimary,True,"color: sel ? const Color(0xFF00D4FF) : Colors.transparent,"
lib/features/messaging/broadcast.dart,474,0xFF00D4FF,primary,const Color(0xFF00D4FF),context.xPrimary,True,"color: sel ? const Color(0xFF00D4FF) : Colors.white24,"
lib/features/messaging/broadcast.dart,494,0xFF141420,surface,const Color(0xFF141420),context.xSurface,True,"color: const Color(0xFF141420),"
lib/features/messaging/broadcast.dart,500,0xFF1E1E2E,card,const Color(0xFF1E1E2E),context.xCard,True,"color: const Color(0xFF1E1E2E),"
lib/features/messaging/broadcast.dart,532,0xFF1E1E2E,card,const Color(0xFF1E1E2E),context.xCard,True,"color: const Color(0xFF1E1E2E),"
lib/features/messaging/broadcast.dart,565,0xFF00FF88,accent,const Color(0xFF00FF88),context.xAccent,True,"const Color(0xFF00FF88).withValues(alpha: 0.2),"
lib/features/messaging/broadcast.dart,577,0xFF00D4FF,primary,const Color(0xFF00D4FF),context.xPrimary,True,"colors: [const Color(0xFF00D4FF), const Color(0xFF141420)]),"
lib/features/messaging/broadcast.dart,577,0xFF141420,surface,const Color(0xFF141420),context.xSurface,True,"colors: [const Color(0xFF00D4FF), const Color(0xFF141420)]),"
lib/features/messaging/broadcast.dart,578,0xFF1E1E2E,card,const Color(0xFF1E1E2E),context.xCard,True,"color: _sending ? const Color(0xFF1E1E2E) : null,"
lib/features/messaging/broadcast.dart,585,0xFF00D4FF,primary,const Color(0xFF00D4FF),context.xPrimary,True,"color: const Color(0xFF00D4FF), strokeWidth: 2))"
lib/features/messaging/broadcast.dart,602,0xFF1E1E2E,card,const Color(0xFF1E1E2E),XameColors.darkCard,False,"SnackBar(content: Text(msg), backgroundColor: const Color(0xFF1E1E2E),"
lib/features/messaging/broadcast.dart,612,0xFF1E1E2E,card,const Color(0xFF1E1E2E),XameColors.darkCard,False,"backgroundColor: const Color(0xFF1E1E2E),"
